X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-119.2671,46.33259,154,Government Libraries,United States Government,US Department of Energy Public Reading Room,US Department of Energy Public Reading Room,,"2770 Crimson Way, CIC, Room 101L",Richland,WA,99354,Benton,(509) 372-7443,,doe.reading.room@pnnl.gov,https://reading-room.labworks.org,-119.2671,46.33259,8215bfb4-af2b-46fd-b452-fc52841731a0
-122.90047,47.0369000000001,155,Government Libraries,Washington State Government,Washington State Archives,Washington State Archives,,1129 Washington St SE,Olympia,WA,98504-0238,Thurston,(360) 586-1492,3606648814,research@sos.wa.gov,https://www.sos.wa.gov/archives/archives_state.aspx,-122.90047,47.0369,6b1bd9e1-c089-4fe2-8ba7-d47f8657d9bf
-119.2751,46.3555400000001,156,Government Libraries,Washington State Government,"Ecology, Dept of",Nuclear Waste Program Resource Center,,3100 Port of Benton Blvd,Richland,WA,99354-1670,Benton,(509) 372-7920,5093727971,,,-119.2751,46.35554,e92d127b-6cab-4692-a457-dbf32f12dbfd
-120.544087,47.0072761000001,157,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Central Regional Branch",,"Bledsoe-Washington Archives Bldg, CWU",Ellensburg,WA,98926-7547,kittitas,(509) 963-2136,5099631753,CEBranchArchives@sos.wa.gov,https://www.sos.wa.gov/archives/archives_central.aspx,-120.544087,47.0072761,5ab42c34-b269-4793-aa15-f1a5d972aaee
-122.8973003,47.0373865,158,Government Libraries,Washington State Government,Washington Geology Library,Washington Geology Library,,Room 173,Olympia,WA,98504-7007,Thurston,(360) 902-1473,3609021785,geology@dnr.wa.gov,http://www.dnr.wa.gov/programs-and-services/geology/washington-geology-library,-122.8973003,47.0373865,cabdeb46-279e-4b0c-b109-61a6a483c0a8
-122.45007,47.2678500000001,159,Government Libraries,Washington State Government,Washington State History Research Center,Washington State History Research Center,,315 N Stadium Way,Tacoma,WA,98403-3226,Pierce,(253) 798-5914,2535974186,http://www.washingtonhistory.org/research/research-center/research-request/,http://www.washingtonhistory.org,-122.45007,47.26785,d6e77026-fac1-451b-a287-e002571922b3
-122.150404,47.5819765000001,160,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Puget Sound Regional Branch",,Pritchard-Fleming Bldg,Bellevue,WA,98007-6406,King,(425) 564-3940,4255643945,PSBranchArchives@sos.wa.gov,https://www.sos.wa.gov/archives/archives_puget.aspx,-122.150404,47.5819765,8ab5fb05-0e03-4b38-86ec-77c48d0d1126
-122.003577,47.8434292000001,161,Government Libraries,Washington State Government,Washington State Library,Twin Rivers Corrections Center,,16774 170th Dr SE,Monroe,WA,98272-0888,Snohomish,(360) 794-2481,,trcc@sos.wa.gov,,-122.003577,47.8434292,9f38d4da-a365-4e87-bfa2-cad19581d579
-122.32416,47.5828900000001,162,Government Libraries,Washington State Government,Forensic Science Library Services,Forensic Science Library Services,,"2203 Airport Way S., Ste 250",Seattle,WA,98134,King,206-262-6027,2062626018,flsblibrary@wsp.wa.gov,http://www.wsp.wa.gov/forensics/flsbhome.htm,-122.32416,47.58289,ac087e23-38bb-41d2-b182-eaa789bae1e4
-117.58642,47.4913700000001,163,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Eastern Regional Branch",,960 Washington St,Cheney,WA,99004-2488,Spokane,(509)235-7508,5092357505,EABranchArchives@sos.wa.gov,https://www.sos.wa.gov/archives/archives_eastern.aspx,-117.58642,47.49137,2a7993ed-acbc-4f45-a905-41c37565ba6f
-122.90047,47.0369000000001,164,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Southwest Regional Branch",,1129 Washington St SE,Olympia,WA,98504-0238,Thurston,(360) 753-1684,3606648814,SWBranchArchives@sos.wa.gov,http://www.sos.wa.gov/archives/archives/southwest.aspx,-122.90047,47.0369,e10e2a97-32e0-46a4-8555-28da4d987185
-124.29217,48.24071,165,Government Libraries,Washington State Government,Washington State Library,Clallam Bay Corrections Center,,1830 Eagle Crest Way,Clallam Bay,WA,98326-9775,Clallam,(360) 963-3216,,cbcc@sos.wa.gov,,-124.29217,48.24071,3e3d087f-696e-4648-8b5b-7e59951bce30
-123.91954,46.9259200000001,166,Government Libraries,Washington State Government,Washington State Library,Stafford Creek Corrections Center,,191 Constantine Way,Aberdeen,WA,98520-9504,Grays harbor,(360) 537-2258,3605372501,sccc@sos.wa.gov,,-123.91954,46.92592,5ed6e318-61b6-40a9-bd8e-2e5d3ffe97a5
-123.18963,47.24111,167,Government Libraries,Washington State Government,Washington State Library,Washington Corrections Center,,2321 West Dayton Airport Road,Shelton,WA,98584-0974,Mason,(360) 432-1509,,wcc@sos.wa.gov,,-123.18963,47.24111,253833dc-e2bd-4f9b-adb5-e66c3814e889
-122.33685,47.6168900000001,168,Government Libraries,Washington State Government,Washington State Library,Washington Talking Book & Braille Library,,2021 9th Avenue,Seattle,WA,98121-2783,King,(206) 615-0400 or (800) 542-0866,,wtbbl@sos.wa.gov,https://www.wtbbl.org,-122.33685,47.61689,9d1c291d-ad7f-4b9a-a88c-5e516c0effb0
-122.56448,47.1772700000001,169,Government Libraries,Washington State Government,Washington State Library,Western State Hospital,,9601 Steilacoom Blvd SW,Lakewood,WA,98498-7213,Pierce,(253) 756-2593,2537563970,wsh@sos.wa.gov,,-122.56448,47.17727,812f75d3-c689-49d4-adfc-057917950d5f
-117.6773,47.5733300000001,170,Government Libraries,Washington State Government,Washington State Library,Eastern State Hospital,,PO Box 800,Medical Lake,WA,99022-0800,Spokane,(509) 565-4276,,esh@sos.wa.gov,,-117.6773,47.57333,350f6305-42aa-4a17-956f-32aec50ee623
-121.99695,47.845,171,Government Libraries,Washington State Government,Washington State Library,Washington State Reformatory,,16700 177th Ave SE,Monroe,WA,98272-0777,Snohomish,(360) 794-2872,,wsr@sos.wa.gov,,-121.99695,47.845,9eaad6e2-e988-4940-b0d7-c31b5e86d56a
-118.35907,46.0797400000001,172,Government Libraries,Washington State Government,Washington State Library,Washington State Penitentiary,,1313 N 13th Ave,Walla Walla,WA,99362-8817,Walla Walla,(509) 525-3610 ext. 5071 or 5072,,wsp-wc@sos.wa.gov,,-118.35907,46.07974,39584258-fc3c-4c93-83b6-9f6f26e2566e
-118.85062,46.6790600000001,173,Government Libraries,Washington State Government,Washington State Library,Coyote Ridge Corrections Center,,1301 N Ephrata,Connell,WA,99326-0769,Franklin,(509) 543-5800 ext. 3109 or 3104,,crcc@sos.wa.gov,,-118.85062,46.67906,d69bad8c-4580-4df8-a45d-b74631ad3c3c
-122.61498,47.3478200000001,174,Government Libraries,Washington State Government,Washington State Library,Washington Corrections Center for Women,,9601 Bujacich Rd NW,Gig Harbor,WA,98332-8300,Pierce,(253) 858-4230,,wccw@sos.wa.gov,,-122.61498,47.34782,51d3eb32-a4c9-46f6-8b16-e00558a255ce
-117.58159,47.6524600000001,175,Government Libraries,Washington State Government,Washington State Library,Airway Heights Corrections Center,,11919 W Sprague,Airway Heights,WA,99001-1899,Spokane,(509) 244-6700 ext. 16239,,ahcc@sos.wa.gov,,-117.58159,47.65246,8ae747f9-8891-4f04-b224-ea66179cbf0d
-122.80831,47.0475900000001,176,Government Libraries,Washington State Government,"Ecology, Dept of","Ecology, Dept of",,"300 Desmond Drive SE, Lacey",Olympia,WA,98504-7600,Thurston,360-407-6150,,Ecologylibrary@ecy.wa.gov,,-122.80831,47.04759,216c5b04-965a-4a3b-8c87-fccd7e5fd661
-122.4857077,48.726095,177,Government Libraries,Washington State Government,Washington State Archives,"State Archives, Northwest Regional Branch",,Western Washington University,Bellingham,WA,98225-9123,Whatcom,(360) 650-3125,3606503323,NWBranchArchives@sos.wa.gov,http://www.sos.wa.gov/archives/archives_northwest,-122.4857077,48.726095,585dd5fb-27c7-4bc0-add5-6aad66456ae8
-122.91551,47.00062,178,Government Libraries,Washington State Government,"Materials Laboratory Branch, WSDOT","Materials Laboratory Branch, WSDOT",,1655 S 2nd Ave SW,Tumwater,WA,98512-6951,Thurston,360-709-5404,3607095588,ML_Library@wsdot.wa.gov,http://www.wsdot.wa.gov/library,-122.91551,47.00062,d649c777-914c-467c-b753-ce244861d91a
-122.64811,45.63124,179,Government Libraries,Washington State Government,Washington State School for the Blind Library,Washington State School for the Blind Library,,2214 E 13th St,Vancouver,WA,98661-4120,Clark,(360) 696-6321,,,http://www.wssb.wa.gov,-122.64811,45.63124,9ea97b80-efb6-41a9-bfee-9fc508549d5e
-122.63907,45.62449,180,Government Libraries,Washington State Government,Washington School for the Deaf,Washington School for the Deaf,,611 Grand Blvd,Vancouver,WA,98661,Clark,(360) 696-6525,3606966291,,http://www.wsd.wa.gov,-122.63907,45.62449,5a43bd3a-c57e-4e41-b449-b6c23ecb77e2
-122.90691,46.9861700000001,181,Government Libraries,Washington State Government,Washington State Library,Washington State Library,,6880 Capitol Blvd SE,Tumwater,WA,98501,Thurston,(360) 704-5200,3605867575,askalibrarian@sos.wa.gov,http://www.sos.wa.gov/library/,-122.90691,46.98617,91dd68f8-5a9f-41fc-990f-3f5bedd51df9
-122.9222422,46.9828369000001,182,Government Libraries,Washington State Government,Safety & Health Video Library & Resource Center,Safety & Health Video Library & Resource Center,,Division of Occupational Safety & Health – Educati,Tumwater,WA,98501,Thurston,360-902-5444,3609025675,SHVideo@Lni.wa.gov,http://www.videos.lni.wa.gov,-122.9222422,46.9828369,ec0aaf68-7dfa-4e86-8b3e-54f4f0efa5cf
-122.69631,47.6464100000001,183,Public Libraries,District,Kitsap Regional Library,Silverdale Branch,,3450 NW Carlton Street,Silverdale,WA,98383-8325,Kitsap,360-692-2779,3606987702,SILibrary@krl.org,http://www.krl.org,-122.69631,47.64641,e1a2cca5-7f6b-46b7-b3b2-d2b43e62e14f
-122.43662,47.1322200000001,184,Public Libraries,District,Pierce County Library System,Parkland/Spanaway Library,,13718 Pacific Avenue S,Tacoma,WA,98444-4746,Pierce,253-548-3304,2535363789,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.43662,47.13222,2d070db7-77df-4eb6-b006-de6df79bb18f
-122.62493,47.59509,185,Public Libraries,District,Kitsap Regional Library,Kitsap Regional Library,,1301 Sylvan Way,Bremerton,WA,98310-3466,Kitsap,(360) 405-9158,3604059128,,http://www.krl.org,-122.62493,47.59509,b44ab848-74d0-44e4-9946-760286c852de
-122.53585,47.2257200000001,186,Public Libraries,District,Pierce County Library System,University Place Library,,"3609 Market Place W., Suite 100",University Place,WA,98466,Pierce,253-548-3307,2535652913,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.53585,47.22572,7c95aef3-324c-4c7e-acc6-4990342ef331
-122.52053,47.6350100000001,187,Public Libraries,District,Kitsap Regional Library,Bainbridge Island Branch,,1270 Madison Avenue N,Bainbridge Island,WA,98110-2747,Kitsap,206-842-4162,2067805310,BILibrary@krl.org,http://www.krl.org/libraries,-122.52053,47.63501,39dc8ff7-bfe1-4a3d-83c4-771194ce3582
-122.62838,47.5667700000001,188,Public Libraries,District,Kitsap Regional Library,Downtown Bremerton Branch,,612 Fifth Street,Bremerton,WA,98337-1416,Kitsap,360-377-3955,3604798206,DBLibrary@krl.org,http://www.krl.org/libraries,-122.62838,47.56677,8fa3dc6a-2b04-4d9d-a686-154f10313e03
-122.50208,47.7995500000001,189,Public Libraries,District,Kitsap Regional Library,Kingston Branch,,26159 Dulay Road NE,Kingston,WA,98346-0519,Kitsap,360-297-3330,3602972911,KILibrary@krl.org,http://www.krl.org,-122.50208,47.79955,fd53df53-0c94-4539-ac05-aa5f8b3c6979
-122.5455005,47.5558443,190,Public Libraries,District,Kitsap Regional Library,Manchester Branch,,8067 E. Main Street,Manchester,WA,98353,Kitsap,360-871-3921,3608716152,MALibrary@krl.org,http://www.krl.org,-122.5455005,47.5558443,df55c14d-c748-46b0-bdde-0dbc3251f007
-122.63575,47.5424400000001,191,Public Libraries,District,Kitsap Regional Library,Port Orchard Branch,,87 Sidney Avenue,Port Orchard,WA,98366-5249,Kitsap,360-876-2224,3608769588,POLibrary@krl.org,http://www.krl.org,-122.63575,47.54244,89f402c7-18ce-4c32-aa8d-0c38b69bf62a
-122.64026,47.73594,192,Public Libraries,District,Kitsap Regional Library,Poulsbo Branch,,700 NE Lincoln Road,Poulsbo,WA,98370-7688,Kitsap,360-779-2915,3607791051,PLLibrary@krl.org,http://www.krl.org,-122.64026,47.73594,add6c00f-2463-4678-9a69-2cc16ba1db3c
-122.58006,47.2989900000001,193,Public Libraries,District,Pierce County Library System,Gig Harbor Library,,4424 Point Fosdick Drive,Gig Harbor,WA,98335-1700,Pierce,253-548-3305,2538518002,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.58006,47.29899,95ca9e35-6f28-4188-9441-a038a0da1a56
-122.74646,47.33842,194,Public Libraries,District,Pierce County Library System,Key Center Library,,8905 Key Peninsula Hwy NW,Lakebay,WA,98349-9326,Pierce,253-548-3309,2538849553,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.74646,47.33842,69a39fa0-0e05-48c1-a02c-f176a577ee6b
-122.36044,47.1549400000001,195,Public Libraries,District,Pierce County Library System,Summit Library,,5107 112th Street E,Tacoma,WA,98446-5309,Pierce,253-548-3321,2535366301,,http://www.piercecountylibrary.org/,-122.36044,47.15494,2c36a90b-2b15-4465-83e4-61141c070139
-122.64426,47.09155,196,Public Libraries,District,Pierce County Library System,DuPont Library,,1540 Wilmington Drive,DuPont,WA,98327-8771,Pierce,253-548-3326,2539644010,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.64426,47.09155,819c91c2-241d-48f8-9396-112af87a0916
-122.2448,47.20466,197,Public Libraries,District,Pierce County Library System,Sumner Library,,1116 Fryar Avenue,Sumner,WA,98390-1512,Pierce,253-548-3306,2538630650,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.2448,47.20466,f870f7cf-90ca-4ba9-871d-1cba17d30480
-122.5545,47.1238300000001,198,Public Libraries,District,Pierce County Library System,Tillicum Library,,14916 Washington Avenue SW,Lakewood,WA,98498-2271,Pierce,253-548-3314,2535844107,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.5545,47.12383,3591fd36-819e-47f8-8fdd-49e0f5097034
-122.6906764,47.1736496,199,Public Libraries,District,Pierce County Library System,Anderson Island Library,,Anderson Island Community Clubhouse,Anderson Island,WA,98303,Pierce,253-548-3536,,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.6906764,47.1736496,ad9adab6-ab6d-498d-80db-b45341d51284
-122.34065,47.2386700000001,200,Public Libraries,District,Pierce County Library System,Fife Library,,6622 20th Street E,Fife,WA,98424,Pierce,253-548-3323,2539225919,,http://www.piercecountylibrary.org/branches/north-east-county/fife/fife-library.htm,-122.34065,47.23867,a4e03d21-c4b8-4d02-834b-fdc8f64ab469
-122.29334,47.11638,201,Public Libraries,District,Pierce County Library System,South Hill Library,,15420 Meridian E,Puyallup,WA,98375-9514,Pierce,253-548-3303,2538414692,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.29334,47.11638,3895473e-9f0e-43af-82fe-2b796ea3315c
-122.29461,47.24728,202,Public Libraries,District,Pierce County Library System,Milton/Edgewood Library,,"900 Meridian E., Suite 29",Milton,WA,98354-8850,Pierce,253-548-3325,2539272581,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.29461,47.24728,3ad027bd-14d0-42b8-8859-5ad736c9729b
-122.57913,47.1765500000001,203,Public Libraries,District,Pierce County Library System,Steilacoom Library,,2950 Steilacoom Blvd.,Steilacoom,WA,98388-5107,Pierce,253-548-3313,2535897095,,http://www.piercecountylibrary.org/branches/branch-listing.htm,-122.57913,47.17655,d0eb5a15-6643-45b0-b1ff-8852528d23cc
-122.38444,47.66981,204,Public Libraries,District,Seattle Public Library - Central Library,Ballard Branch,,5614 22nd Ave. N.W.,Seattle,WA,98107-3119,King,206-684-4089,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/ballard-branch,-122.38444,47.66981,423384c9-b144-4a21-a4b5-342136404888
-122.3881,47.1559800000001,205,Public Libraries,District,Pierce County Library System,Administrative Center & Library,,3005 112th St E,Tacoma,WA,98446,Pierce,253-548-3300,,,https://www.piercecountylibrary.org/branches/central-south-county/pac-processing-administrative/proc,-122.3881,47.15598,e053d4cc-5959-4459-b137-808623afa213
-122.18128,47.4998400000001,206,Public Libraries,District,King County Library System,Renton Highlands Library,,2801 NE 10th St,Renton,WA,98056-3134,King,(425) 277-1831,,,http://www.kcls.org/rentonhighlands/,-122.18128,47.49984,39840a58-6ef7-4a2c-87b6-f9d918d9b998
-122.18587,48.0627400000001,207,Public Libraries,District,Sno-Isle Libraries,Sno-Isle Libraries,,7312 35th Ave NE,Marysville,WA,98271-7417,Snohomish,360-651-7000,3606517151,,http://www.sno-isle.org,-122.18587,48.06274,67f0bba8-1bc8-4df5-b6e4-9860ebc07ed8
-122.14899,47.5704900000001,208,Public Libraries,District,King County Library System,Newport Way Library,,14250 SE Newport Way,Bellevue,WA,98006-1507,King,(425) 747-2390,,,http://www.kcls.org/newportway/,-122.14899,47.57049,19f465f0-626d-480f-8e68-ad0695676048
-121.78335,47.4966700000001,209,Public Libraries,District,King County Library System,North Bend Library,,115 E 4th St,North Bend,WA,98045-8251,King,(425) 888-0554,4252960216,,http://www.kcls.org/northbend/,-121.78335,47.49667,dc5c550c-851d-4567-869f-9251a2dd0d5b
-122.12807,47.67891,210,Public Libraries,District,King County Library System,Redmond Library,,15990 NE 85th St,Redmond,WA,98052-3531,King,(425) 885-1861,,,https://kcls.org/locations/1533/,-122.12807,47.67891,d6adddd8-6526-49c5-930c-d001b1f6ff88
-122.38501,47.7718800000001,211,Public Libraries,District,King County Library System,Richmond Beach Library,,19601 21st Ave NW,Shoreline,WA,98177,King,(206) 546-3522,2065466820,,http://www.kcls.org/richmondbeach/,-122.38501,47.77188,2db65d44-fee6-433b-a0e0-983b9158c8bc
-122.03692,47.6005900000001,212,Public Libraries,District,King County Library System,Sammamish Library,,825 228th Ave SE,Sammamish,WA,98074-6501,King,(425) 392-3130,,,http://www.kcls.org/sammamish/,-122.03692,47.60059,9ecfaa4c-5117-4024-b350-e2bfb25341e5
-122.3247,47.75552,213,Public Libraries,District,King County Library System,Shoreline Library,,345 NE 175th St,Shoreline,WA,98155-3517,King,(206) 362-7550,2063631310,,http://www.kcls.org/shoreline/,-122.3247,47.75552,cddce2fc-0ce3-4922-a43e-41e533596d3a
-121.36104,47.70845,214,Public Libraries,District,King County Library System,Skykomish Library,,100 5th St,Skykomish,WA,98288-0329,King,(360) 677-2660,,,https://kcls.org/locations/1536/,-121.36104,47.70845,88b9b5a7-7fc1-43cc-b3f7-91dabeb4ce19
-122.23859,47.4906100000001,215,Public Libraries,District,King County Library System,Skyway Library,,12601 76th Ave S,Seattle,WA,98178-0039,King,(206) 772-5541,,,http://www.kcls.org/skyway/,-122.23859,47.49061,4510591a-f071-4700-bf97-5abb794913ce
-121.87224,47.52988,216,Public Libraries,District,King County Library System,Snoqualmie Library,,7824 Center Blvd SE,Snoqualmie,WA,98065,King,(425) 888-1223,,,http://www.kcls.org/snoqualmie/,-121.87224,47.52988,ff527c73-4fb0-4fd3-9006-399c823a0202
-122.27372,47.4432,217,Public Libraries,District,King County Library System,Valley View Library,,17850 Military Road South,SeaTac,WA,98188-8698,King,(206) 242-6044,,,http://www.kcls.org/valleyview/,-122.27372,47.4432,0a952060-fe19-49bd-b41d-a0b9d708481f
-122.45951,47.45081,218,Public Libraries,District,King County Library System,Vashon Library,,17210 Vashon Hwy SW,Vashon Island,WA,98070-4600,King,(206) 463-2069,,,https://kcls.org/locations/1545/,-122.45951,47.45081,ac58a33c-8f8c-4214-9bea-6436a38ebaf2
-122.35292,47.5068900000001,219,Public Libraries,District,King County Library System,White Center Library,,1409 SW 107th Street,Seattle,WA,98146,King,(206) 243-0233,,,http://www.kcls.org/whitecenter/,-122.35292,47.50689,3fdbb938-ac37-4973-b96e-5de120fbc7c1
-123.03032,48.5365600000001,220,Public Libraries,District,San Juan Island Library,San Juan Island Library,,1010 Guard Street,Friday Harbor,WA,98250-9240,San Juan,360-378-2798,,sjlib@sjlib.org,https://www.sjlib.org,-123.03032,48.53656,db9c06f9-1268-44c4-b196-1b9078cd3fd2
-122.16737,47.5376600000001,221,Public Libraries,District,King County Library System,Newcastle Library,,12901 Newcastle Way,Newcastle,WA,98056,King,(425) 255-0111,,,https://kcls.org/locations/1564/?_ga=2.19233336.1478965472.1542308891-91953639.1540833007,-122.16737,47.53766,c48c5b75-ffa2-40f4-adce-314864c646f4
-118.6174975,46.9748694,222,Public Libraries,District,East Adams Library District,Lind Community Library,,(LRMS Library),Lind,WA,99341,Adams,(509) 659-1222,,info@ritzvillelibrary.com,http://www.eastadamslibrary.org,-118.6174975,46.9748694,a6cac05a-41bf-424a-8805-814ad2b544cb
-118.38199,47.1262300000001,223,Public Libraries,District,East Adams Library District,Ritzville Public Library,,302 W Main Ave,Ritzville,WA,99169-1412,Adams,(509) 659-1222,5096591232,info@ritzvillelibrary.com,http://www.eastadamslibrary.org,-118.38199,47.12623,55be3afd-deb1-4fc4-a6af-abefb1fccfc6
-118.3104925,46.7524287000001,224,Public Libraries,District,East Adams Library District,Washtucna Community Library,,Washtucna School Library,Washtucna,WA,99371,Adams,(509) 659-1222,,info@ritzvillelibrary.com,http://www.eastadamslibrary.org,-118.3104925,46.7524287,1eb29f01-bfa5-45fd-b2e7-407a85f411b5
-122.20255,47.0970500000001,225,Public Libraries,District,Pierce County Library System,Orting Library,,202 Washington Avenue S,Orting,WA,98360-1060,Pierce,253-548-3312,3608931856,,http://www.piercecountylibrary.org/branches/central-south-county/orting/orting-library.htm,-122.20255,47.09705,fb29324c-5469-4cf4-b47c-3505530f42d3
-122.19672,47.4183600000001,226,Public Libraries,District,King County Library System,Kent Panther Lake Library,,20500 108th Ave SE,Kent,WA,98031,King,(253) 854-0211,,,https://kcls.org/locations/155/,-122.19672,47.41836,d419e083-56c5-4140-9153-2b5a0b976680
-122.08192,47.7514800000001,227,Public Libraries,District,King County Library System,Woodinville Library,,17105 Avondale Rd NE,Woodinville,WA,98072-9181,King,(425) 788-0733,,,https://kcls.org/locations/1548/,-122.08192,47.75148,3896dc6e-82eb-46b3-ace7-d44dce6928c5
-122.3114,47.57804,228,Public Libraries,District,Seattle Public Library - Central Library,Beacon Hill Branch,,2821 Beacon Ave. S.,Seattle,WA,98144,King,206-684-4711,,https://www.spl.org/using-the-library/ask-us,https://www.spl.org/hours-and-locations/beacon-hill-branch,-122.3114,47.57804,be350203-5b11-4f31-a3ae-2f6a64db1f8f
-122.20198,47.4818700000001,229,Public Libraries,District,King County Library System,Renton Library,,100 Mill Ave S,Renton,WA,98057-2126,King,(425) 226-6043,,,http://www.kcls.org/renton/,-122.20198,47.48187,946e2cfa-c328-40f4-97dd-4225f2a56b22
-122.34506,47.5160300000001,230,Public Libraries,District,King County Library System,Greenbridge Library,,9720 8th Ave SW,Seattle,WA,98106,King,(206) 762-1682,,,http://www.kcls.org/greenbridge/,-122.34506,47.51603,52cf5369-0ce6-4537-b4f9-637a67052d8c
-122.2562,47.4593300000001,231,Public Libraries,District,King County Library System,Library Connection @ Southcenter,,1386 Southcenter Mall,Tukwila,WA,98188,King,425-226-0522,,,http://www.kcls.org/southcenter/,-122.2562,47.45933,3dd90bfe-d72e-4a24-8a4e-ec6da26d300e
-122.13139,47.6216400000001,232,Public Libraries,District,King County Library System,Library Connection @ Crossroads,,"15600 NE 8th St, Ste K-11",Bellevue,WA,98008-3946,King,,,,https://kcls.org/locations/1499/,-122.13139,47.62164,a7cc9591-ebde-495b-8851-5f04374b58ed
-122.30823,47.36116,233,Public Libraries,District,King County Library System,Woodmont Library,,26809 Pacific Hwy S,Des Moines,WA,98198-9255,King,(253) 839-0121,2538393358,,http://www.kcls.org/woodmont/,-122.30823,47.36116,19836fde-8194-4c68-9d25-a4e7efcc12a1
-122.21817,47.2987400000001,234,Public Libraries,District,King County Library System,Auburn Library,,1102 Auburn Way S,Auburn,WA,98002-6227,King,(253) 931-3018,,,http://www.kcls.org/auburn/,-122.21817,47.29874,807b4af9-7ba6-4480-a4de-13ab74e3fcca
-118.38199,47.1262300000001,235,Public Libraries,District,East Adams Library District,East Adams Library District,,302 W. Main Ave.,Ritzville,WA,99169-1412,Adams,(509) 659-1222,5096591232,info@ritzvillelibrary.com,http://www.eastadamslibrary.org,-118.38199,47.12623,5b1f9427-f195-4841-9684-9e015a0aa352
-122.3881,47.1559800000001,236,Public Libraries,District,Pierce County Library System,Pierce County Library System,,3005 112th St E,Tacoma,WA,98446-2215,Pierce,253.548.3300,2535374600,director@piercecountylibrary.org,http://www.piercecountylibrary.org,-122.3881,47.15598,d328c9aa-93f9-4a7e-a22b-7337f340a0ca
-118.73779,48.64678,237,Public Libraries,District,North Central Washington Libraries,Republic Public Library,,794 S Clark Avenue,Republic,WA,99166-0601,Ferry,(509) 775-3328,5097753328,republic@ncrl.org,http://www.ncrl.org/republic,-118.73779,48.64678,01b3ffb9-906b-4e9a-8939-2504eeb70cbf
-120.31468,47.42339,238,Public Libraries,District,North Central Washington Libraries,Wenatchee Public Library,,310 Douglas Street,Wenatchee,WA,98801-2864,Chelan,(509) 662-5021,5096639731,wenatchee@ncrl.org,http://www.ncrl.org/wenatchee,-120.31468,47.42339,7f333c7c-c651-4e6e-9407-a3c9a0aef93b
-119.5814727,48.3644961000001,239,Public Libraries,District,North Central Washington Libraries,Okanogan Public Library,,228 Pine St.,Okanogan,WA,98840-0489,Okanogan,(509) 422-2609,,okanogan@ncrl.org,http://www.ncrl.org/okanogan,-119.5814727,48.3644961,7eb93c64-6890-4813-ae96-8cc650552c27
-119.53027,48.4097300000001,240,Public Libraries,District,North Central Washington Libraries,Omak Public Library,,30 South Ash,Omak,WA,98841-0969,Okanogan,(509) 826-1820,5098265102,omak@ncrl.org,http://www.ncrl.org/omak,-119.53027,48.40973,4907fc45-ccc1-4f01-8314-ff144d35e201
-119.43685,48.9372700000001,241,Public Libraries,District,North Central Washington Libraries,Oroville Public Library,,1276 Main Street,Oroville,WA,98844-0550,Okanogan,(509) 476-2662,5094762662,oroville@ncrl.org,http://www.ncrl.org/oroville,-119.43685,48.93727,636b8bcd-7fbb-4eda-bd2f-55ce89745cb5
-119.90091,48.0529000000001,242,Public Libraries,District,North Central Washington Libraries,Pateros Public Library,,174 Pateros Mall,Pateros,WA,98846-0306,Okanogan,(509) 923-2298,5099232298,pateros@ncrl.org,http://www.ncrl.org/pateros,-119.90091,48.0529,ef20bd5b-6419-4a15-85ac-47656a4da855
-120.1622,47.8860300000001,243,Public Libraries,District,North Central Washington Libraries,Manson Public Library,,80 Wapato Way,Manson,WA,98831-0400,Chelan,(509) 687-3420,5096873420,manson@ncrl.org,http://www.ncrl.org/manson,-120.1622,47.88603,14ef4819-0581-4522-a920-0883cd7f2fd9
-119.85322,47.2371900000001,244,Public Libraries,District,North Central Washington Libraries,Quincy Public Library,,208 Central Avenue S,Quincy,WA,98848-1203,Grant,(509) 787-2359,5097872359,quincy@ncrl.org,http://www.ncrl.org/quincy,-119.85322,47.23719,cce2a31c-5c3a-4c5c-a7b2-48c0b66f9175
-119.00285,47.93863,245,Public Libraries,District,North Central Washington Libraries,Grand Coulee Public Library,,225 Federal St.,Grand Coulee,WA,99133-0062,Grant,(509) 633-0972,5096330972,grandcoulee@ncrl.org,http://www.ncrl.org/grandcoulee,-119.00285,47.93863,d5fb06d5-3175-4307-920a-b7e101154bec
